compound,year,state_fips,county_fips,epest_low_kg,epest_high_kg,data_source,county
ATRAZINE,2014,48,439,983.6,1027.6,usgs_pnsp,Tarrant
AZOXYSTROBIN,2014,48,85,794.3,846.1,usgs_pnsp,Collin
AZOXYSTROBIN,2014,48,113,156.6,162.5,usgs_pnsp,Dallas
AZOXYSTROBIN,2014,48,121,727.0,736.6,usgs_pnsp,Denton
AZOXYSTROBIN,2014,48,139,669.3,733.1,usgs_pnsp,Ellis
AZOXYSTROBIN,2014,48,251,248.7,258.8,usgs_pnsp,Johnson
AZOXYSTROBIN,2014,48,257,200.8,217.0,usgs_pnsp,Kaufman
AZOXYSTROBIN,2014,48,397,28.1,28.3,usgs_pnsp,Rockwall
AZOXYSTROBIN,2014,48,439,55.7,56.0,usgs_pnsp,Tarrant
BIFENTHRIN,2014,48,85,24.7,29.9,usgs_pnsp,Collin
BIFENTHRIN,2014,48,113,0.9,2.6,usgs_pnsp,Dallas
BIFENTHRIN,2014,48,121,13.2,15.5,usgs_pnsp,Denton
BIFENTHRIN,2014,48,139,174.0,180.1,usgs_pnsp,Ellis
BIFENTHRIN,2014,48,251,7.9,17.9,usgs_pnsp,Johnson
BIFENTHRIN,2014,48,257,14.0,16.7,usgs_pnsp,Kaufman
BIFENTHRIN,2014,48,397,0.0,0.3,usgs_pnsp,Rockwall
BIFENTHRIN,2014,48,439,0.0,3.6,usgs_pnsp,Tarrant
CHLORPYRIFOS,2014,48,85,73.8,317.8,usgs_pnsp,Collin
CHLORPYRIFOS,2014,48,113,19.5,47.8,usgs_pnsp,Dallas
CHLORPYRIFOS,2014,48,121,43.0,270.5,usgs_pnsp,Denton
CHLORPYRIFOS,2014,48,139,86.2,1566.2,usgs_pnsp,Ellis
CHLORPYRIFOS,2014,48,251,97.6,221.9,usgs_pnsp,Johnson
CHLORPYRIFOS,2014,48,257,30.2,146.5,usgs_pnsp,Kaufman
CHLORPYRIFOS,2014,48,397,3.1,4.8,usgs_pnsp,Rockwall
CHLORPYRIFOS,2014,48,439,33.1,78.6,usgs_pnsp,Tarrant
CLOTHIANIDIN,2014,48,85,608.0,608.0,usgs_pnsp,Collin
CLOTHIANIDIN,2014,48,113,64.9,64.9,usgs_pnsp,Dallas
CLOTHIANIDIN,2014,48,121,101.4,101.4,usgs_pnsp,Denton
CLOTHIANIDIN,2014,48,139,791.0,791.0,usgs_pnsp,Ellis
CLOTHIANIDIN,2014,48,251,124.7,124.7,usgs_pnsp,Johnson
CLOTHIANIDIN,2014,48,257,99.5,99.5,usgs_pnsp,Kaufman
CLOTHIANIDIN,2014,48,397,1.6,1.6,usgs_pnsp,Rockwall
CLOTHIANIDIN,2014,48,439,2.8,2.8,usgs_pnsp,Tarrant
CYFLUTHRIN,2014,48,85,,44.0,usgs_pnsp,Collin
CYFLUTHRIN,2014,48,113,,6.4,usgs_pnsp,Dallas
CYFLUTHRIN,2014,48,121,,36.7,usgs_pnsp,Denton
CYFLUTHRIN,2014,48,139,,120.4,usgs_pnsp,Ellis
CYFLUTHRIN,2014,48,251,0.3,18.8,usgs_pnsp,Johnson
CYFLUTHRIN,2014,48,257,,9.9,usgs_pnsp,Kaufman
CYFLUTHRIN,2014,48,397,,1.0,usgs_pnsp,Rockwall
CYFLUTHRIN,2014,48,439,,4.9,usgs_pnsp,Tarrant
CYPERMETHRIN,2014,48,85,,1.0,usgs_pnsp,Collin
CYPERMETHRIN,2014,48,113,,0.3,usgs_pnsp,Dallas
CYPERMETHRIN,2014,48,121,,0.4,usgs_pnsp,Denton
CYPERMETHRIN,2014,48,139,,1.2,usgs_pnsp,Ellis
CYPERMETHRIN,2014,48,251,,2.0,usgs_pnsp,Johnson
CYPERMETHRIN,2014,48,257,,0.5,usgs_pnsp,Kaufman
CYPERMETHRIN,2014,48,397,,0.0,usgs_pnsp,Rockwall
CYPERMETHRIN,2014,48,439,,0.7,usgs_pnsp,Tarrant
DIAZINON,2014,48,251,10.0,10.0,usgs_pnsp,Johnson
DICAMBA,2014,48,85,794.8,863.0,usgs_pnsp,Collin
DICAMBA,2014,48,113,168.0,198.4,usgs_pnsp,Dallas
DICAMBA,2014,48,121,841.5,891.8,usgs_pnsp,Denton
DICAMBA,2014,48,139,972.4,1629.6,usgs_pnsp,Ellis
DICAMBA,2014,48,251,760.5,862.3,usgs_pnsp,Johnson
DICAMBA,2014,48,257,749.3,857.4,usgs_pnsp,Kaufman
DICAMBA,2014,48,397,78.9,89.7,usgs_pnsp,Rockwall
DICAMBA,2014,48,439,249.0,261.5,usgs_pnsp,Tarrant
DIMETHOATE,2014,48,85,,255.1,usgs_pnsp,Collin
DIMETHOATE,2014,48,113,,20.0,usgs_pnsp,Dallas
DIMETHOATE,2014,48,121,,119.5,usgs_pnsp,Denton
DIMETHOATE,2014,48,139,,370.1,usgs_pnsp,Ellis
DIMETHOATE,2014,48,251,,94.7,usgs_pnsp,Johnson
DIMETHOATE,2014,48,257,,39.5,usgs_pnsp,Kaufman
DIMETHOATE,2014,48,397,,1.5,usgs_pnsp,Rockwall
DIMETHOATE,2014,48,439,,18.1,usgs_pnsp,Tarrant
GLYPHOSATE,2014,48,85,22346.5,22665.1,usgs_pnsp,Collin
GLYPHOSATE,2014,48,113,1863.3,1983.4,usgs_pnsp,Dallas
GLYPHOSATE,2014,48,121,12040.2,13433.9,usgs_pnsp,Denton
GLYPHOSATE,2014,48,139,62332.2,62913.7,usgs_pnsp,Ellis
GLYPHOSATE,2014,48,251,7857.3,8251.6,usgs_pnsp,Johnson
GLYPHOSATE,2014,48,257,16277.5,16577.0,usgs_pnsp,Kaufman
GLYPHOSATE,2014,48,397,184.4,186.3,usgs_pnsp,Rockwall
GLYPHOSATE,2014,48,439,1247.4,1571.8,usgs_pnsp,Tarrant
IMIDACLOPRID,2014,48,85,115.9,123.5,usgs_pnsp,Collin
IMIDACLOPRID,2014,48,113,17.4,19.0,usgs_pnsp,Dallas
IMIDACLOPRID,2014,48,121,97.5,102.7,usgs_pnsp,Denton
IMIDACLOPRID,2014,48,139,280.3,291.5,usgs_pnsp,Ellis
IMIDACLOPRID,2014,48,251,38.0,45.6,usgs_pnsp,Johnson
IMIDACLOPRID,2014,48,257,22.2,55.1,usgs_pnsp,Kaufman
IMIDACLOPRID,2014,48,397,3.2,3.4,usgs_pnsp,Rockwall
IMIDACLOPRID,2014,48,439,7.2,9.7,usgs_pnsp,Tarrant
MALATHION,2014,48,85,14.6,106.5,usgs_pnsp,Collin
MALATHION,2014,48,113,,16.5,usgs_pnsp,Dallas
MALATHION,2014,48,121,1.5,50.2,usgs_pnsp,Denton
MALATHION,2014,48,139,8.2,103.3,usgs_pnsp,Ellis
MALATHION,2014,48,251,2.4,173.9,usgs_pnsp,Johnson
MALATHION,2014,48,257,0.6,259.2,usgs_pnsp,Kaufman
MALATHION,2014,48,397,0.8,5.9,usgs_pnsp,Rockwall
MALATHION,2014,48,439,1.5,37.3,usgs_pnsp,Tarrant
METOLACHLOR,2014,48,85,219.8,732.4,usgs_pnsp,Collin
METOLACHLOR,2014,48,113,0.9,54.3,usgs_pnsp,Dallas
METOLACHLOR,2014,48,121,201.2,296.4,usgs_pnsp,Denton
METOLACHLOR,2014,48,139,283.2,3860.1,usgs_pnsp,Ellis
METOLACHLOR,2014,48,251,153.8,257.2,usgs_pnsp,Johnson
METOLACHLOR,2014,48,257,22.4,213.8,usgs_pnsp,Kaufman
METOLACHLOR,2014,48,397,2.6,3.8,usgs_pnsp,Rockwall
METOLACHLOR,2014,48,439,38.4,39.1,usgs_pnsp,Tarrant
PERMETHRIN,2014,48,85,1.4,65.6,usgs_pnsp,Collin
PERMETHRIN,2014,48,113,,11.4,usgs_pnsp,Dallas
PERMETHRIN,2014,48,121,0.3,51.4,usgs_pnsp,Denton
PERMETHRIN,2014,48,139,0.1,61.3,usgs_pnsp,Ellis
PERMETHRIN,2014,48,251,7.9,26.7,usgs_pnsp,Johnson
PERMETHRIN,2014,48,257,0.1,15.7,usgs_pnsp,Kaufman
PERMETHRIN,2014,48,397,0.1,1.8,usgs_pnsp,Rockwall
PERMETHRIN,2014,48,439,0.1,4.5,usgs_pnsp,Tarrant
PROPICONAZOLE,2014,48,85,1308.5,1451.4,usgs_pnsp,Collin
PROPICONAZOLE,2014,48,113,258.6,274.2,usgs_pnsp,Dallas
PROPICONAZOLE,2014,48,121,1188.8,1210.5,usgs_pnsp,Denton
PROPICONAZOLE,2014,48,139,1100.2,1275.8,usgs_pnsp,Ellis
PROPICONAZOLE,2014,48,251,428.2,455.9,usgs_pnsp,Johnson
PROPICONAZOLE,2014,48,257,333.0,362.2,usgs_pnsp,Kaufman
PROPICONAZOLE,2014,48,397,46.4,46.7,usgs_pnsp,Rockwall
PROPICONAZOLE,2014,48,439,98.4,98.6,usgs_pnsp,Tarrant
TEBUCONAZOLE,2014,48,85,1922.3,2075.1,usgs_pnsp,Collin
TEBUCONAZOLE,2014,48,113,372.2,389.2,usgs_pnsp,Dallas
TEBUCONAZOLE,2014,48,121,1727.4,1752.0,usgs_pnsp,Denton
TEBUCONAZOLE,2014,48,139,1592.8,1779.6,usgs_pnsp,Ellis
TEBUCONAZOLE,2014,48,251,605.2,635.3,usgs_pnsp,Johnson
TEBUCONAZOLE,2014,48,257,478.1,503.6,usgs_pnsp,Kaufman
TEBUCONAZOLE,2014,48,397,67.6,68.0,usgs_pnsp,Rockwall
TEBUCONAZOLE,2014,48,439,134.7,135.3,usgs_pnsp,Tarrant
THIAMETHOXAM,2014,48,85,127.0,130.3,usgs_pnsp,Collin
THIAMETHOXAM,2014,48,113,5.2,5.9,usgs_pnsp,Dallas
THIAMETHOXAM,2014,48,121,83.2,86.1,usgs_pnsp,Denton
THIAMETHOXAM,2014,48,139,469.1,471.9,usgs_pnsp,Ellis
THIAMETHOXAM,2014,48,251,59.1,60.5,usgs_pnsp,Johnson
THIAMETHOXAM,2014,48,257,20.6,21.5,usgs_pnsp,Kaufman
THIAMETHOXAM,2014,48,397,2.0,2.1,usgs_pnsp,Rockwall
THIAMETHOXAM,2014,48,439,10.3,10.7,usgs_pnsp,Tarrant
"2,4-D",2015,48,85,5089.2,5645.3,usgs_pnsp,Collin
"2,4-D",2015,48,113,1212.6,1420.0,usgs_pnsp,Dallas
"2,4-D",2015,48,121,6843.2,7197.3,usgs_pnsp,Denton
"2,4-D",2015,48,139,7676.7,10126.0,usgs_pnsp,Ellis
"2,4-D",2015,48,251,7562.7,7859.0,usgs_pnsp,Johnson
"2,4-D",2015,48,257,7633.3,8600.7,usgs_pnsp,Kaufman
"2,4-D",2015,48,397,808.3,816.9,usgs_pnsp,Rockwall
"2,4-D",2015,48,439,2623.7,2647.1,usgs_pnsp,Tarrant
ACETAMIPRID,2015,48,85,,0.6,usgs_pnsp,Collin
ACETAMIPRID,2015,48,121,,0.4,usgs_pnsp,Denton
ACETAMIPRID,2015,48,139,,8.9,usgs_pnsp,Ellis
ACETAMIPRID,2015,48,251,,0.2,usgs_pnsp,Johnson
ACETOCHLOR,2015,48,85,224.7,224.7,usgs_pnsp,Collin
ACETOCHLOR,2015,48,113,35.2,35.2,usgs_pnsp,Dallas
ACETOCHLOR,2015,48,121,193.2,193.2,usgs_pnsp,Denton
ACETOCHLOR,2015,48,139,1650.8,1650.8,usgs_pnsp,Ellis
ACETOCHLOR,2015,48,251,123.4,123.4,usgs_pnsp,Johnson
ACETOCHLOR,2015,48,257,67.3,67.3,usgs_pnsp,Kaufman
ACETOCHLOR,2015,48,397,2.5,2.5,usgs_pnsp,Rockwall
ACETOCHLOR,2015,48,439,25.8,25.8,usgs_pnsp,Tarrant
ATRAZINE,2015,48,85,2508.6,3066.8,usgs_pnsp,Collin
ATRAZINE,2015,48,113,873.7,943.4,usgs_pnsp,Dallas
ATRAZINE,2015,48,121,1759.2,2247.6,usgs_pnsp,Denton
ATRAZINE,2015,48,139,8345.8,8930.2,usgs_pnsp,Ellis
ATRAZINE,2015,48,251,1455.8,1670.7,usgs_pnsp,Johnson
ATRAZINE,2015,48,257,1376.5,1512.5,usgs_pnsp,Kaufman
ATRAZINE,2015,48,397,46.3,69.1,usgs_pnsp,Rockwall
ATRAZINE,2015,48,439,181.1,223.9,usgs_pnsp,Tarrant
AZOXYSTROBIN,2015,48,85,150.5,172.8,usgs_pnsp,Collin
AZOXYSTROBIN,2015,48,113,18.2,27.0,usgs_pnsp,Dallas
AZOXYSTROBIN,2015,48,121,133.1,145.7,usgs_pnsp,Denton
AZOXYSTROBIN,2015,48,139,172.3,249.6,usgs_pnsp,Ellis
AZOXYSTROBIN,2015,48,251,54.2,66.9,usgs_pnsp,Johnson
AZOXYSTROBIN,2015,48,257,183.9,200.9,usgs_pnsp,Kaufman
AZOXYSTROBIN,2015,48,397,5.9,6.1,usgs_pnsp,Rockwall
AZOXYSTROBIN,2015,48,439,10.5,11.1,usgs_pnsp,Tarrant
BIFENTHRIN,2015,48,85,9.9,37.8,usgs_pnsp,Collin
BIFENTHRIN,2015,48,113,0.6,9.5,usgs_pnsp,Dallas
BIFENTHRIN,2015,48,121,3.7,22.5,usgs_pnsp,Denton
BIFENTHRIN,2015,48,139,86.3,162.7,usgs_pnsp,Ellis
BIFENTHRIN,2015,48,251,2.6,22.0,usgs_pnsp,Johnson
BIFENTHRIN,2015,48,257,0.1,84.2,usgs_pnsp,Kaufman
BIFENTHRIN,2015,48,397,0.3,0.7,usgs_pnsp,Rockwall
BIFENTHRIN,2015,48,439,0.5,4.9,usgs_pnsp,Tarrant
BOSCALID,2015,48,85,,0.7,usgs_pnsp,Collin
BOSCALID,2015,48,113,,0.1,usgs_pnsp,Dallas
BOSCALID,2015,48,121,,0.4,usgs_pnsp,Denton
BOSCALID,2015,48,139,,0.7,usgs_pnsp,Ellis
BOSCALID,2015,48,251,,1.3,usgs_pnsp,Johnson
BOSCALID,2015,48,257,,3.1,usgs_pnsp,Kaufman
BOSCALID,2015,48,397,,0.0,usgs_pnsp,Rockwall
BOSCALID,2015,48,439,,0.1,usgs_pnsp,Tarrant
CHLORPYRIFOS,2015,48,85,305.8,713.7,usgs_pnsp,Collin
CHLORPYRIFOS,2015,48,113,34.3,190.3,usgs_pnsp,Dallas
CHLORPYRIFOS,2015,48,121,308.0,1508.7,usgs_pnsp,Denton
CHLORPYRIFOS,2015,48,139,419.4,2281.0,usgs_pnsp,Ellis
CHLORPYRIFOS,2015,48,251,215.5,597.7,usgs_pnsp,Johnson
CHLORPYRIFOS,2015,48,257,95.6,442.2,usgs_pnsp,Kaufman
CHLORPYRIFOS,2015,48,397,11.6,13.0,usgs_pnsp,Rockwall
CHLORPYRIFOS,2015,48,439,74.2,335.3,usgs_pnsp,Tarrant
CYFLUTHRIN,2015,48,85,,37.0,usgs_pnsp,Collin
CYFLUTHRIN,2015,48,113,,4.9,usgs_pnsp,Dallas
CYFLUTHRIN,2015,48,121,,36.1,usgs_pnsp,Denton
CYFLUTHRIN,2015,48,139,8.0,74.1,usgs_pnsp,Ellis
CYFLUTHRIN,2015,48,251,0.4,21.4,usgs_pnsp,Johnson
CYFLUTHRIN,2015,48,257,,10.0,usgs_pnsp,Kaufman
CYFLUTHRIN,2015,48,397,,1.4,usgs_pnsp,Rockwall
CYFLUTHRIN,2015,48,439,,6.5,usgs_pnsp,Tarrant
CYPERMETHRIN,2015,48,85,,0.1,usgs_pnsp,Collin
CYPERMETHRIN,2015,48,113,,0.0,usgs_pnsp,Dallas
CYPERMETHRIN,2015,48,121,,0.0,usgs_pnsp,Denton
CYPERMETHRIN,2015,48,139,,0.1,usgs_pnsp,Ellis
CYPERMETHRIN,2015,48,251,,0.1,usgs_pnsp,Johnson
CYPERMETHRIN,2015,48,257,,0.0,usgs_pnsp,Kaufman
CYPERMETHRIN,2015,48,397,,0.0,usgs_pnsp,Rockwall
CYPERMETHRIN,2015,48,439,,0.0,usgs_pnsp,Tarrant
DICAMBA,2015,48,85,318.4,415.0,usgs_pnsp,Collin
DICAMBA,2015,48,113,98.4,131.3,usgs_pnsp,Dallas
DICAMBA,2015,48,121,379.8,451.9,usgs_pnsp,Denton
DICAMBA,2015,48,139,695.0,2251.7,usgs_pnsp,Ellis
DICAMBA,2015,48,251,437.2,551.4,usgs_pnsp,Johnson
DICAMBA,2015,48,257,461.1,548.4,usgs_pnsp,Kaufman
DICAMBA,2015,48,397,42.6,54.0,usgs_pnsp,Rockwall
DICAMBA,2015,48,439,139.6,155.8,usgs_pnsp,Tarrant
DIMETHOATE,2015,48,85,507.9,547.8,usgs_pnsp,Collin
DIMETHOATE,2015,48,113,61.6,77.4,usgs_pnsp,Dallas
DIMETHOATE,2015,48,121,451.9,506.2,usgs_pnsp,Denton
DIMETHOATE,2015,48,139,599.3,728.9,usgs_pnsp,Ellis
DIMETHOATE,2015,48,251,201.1,226.6,usgs_pnsp,Johnson
DIMETHOATE,2015,48,257,122.8,149.7,usgs_pnsp,Kaufman
DIMETHOATE,2015,48,397,20.5,20.7,usgs_pnsp,Rockwall
DIMETHOATE,2015,48,439,42.8,51.6,usgs_pnsp,Tarrant
GLYPHOSATE,2015,48,85,8614.3,8700.4,usgs_pnsp,Collin
GLYPHOSATE,2015,48,113,2617.2,2649.2,usgs_pnsp,Dallas
GLYPHOSATE,2015,48,121,5922.8,6303.6,usgs_pnsp,Denton
GLYPHOSATE,2015,48,139,40547.0,40704.5,usgs_pnsp,Ellis
GLYPHOSATE,2015,48,251,4530.4,4635.5,usgs_pnsp,Johnson
GLYPHOSATE,2015,48,257,9127.1,9205.5,usgs_pnsp,Kaufman
GLYPHOSATE,2015,48,397,145.4,145.4,usgs_pnsp,Rockwall
GLYPHOSATE,2015,48,439,454.2,543.1,usgs_pnsp,Tarrant
IMIDACLOPRID,2015,48,85,3.5,28.2,usgs_pnsp,Collin
IMIDACLOPRID,2015,48,113,0.8,8.5,usgs_pnsp,Dallas
IMIDACLOPRID,2015,48,121,1.1,11.7,usgs_pnsp,Denton
IMIDACLOPRID,2015,48,139,13.0,42.6,usgs_pnsp,Ellis
IMIDACLOPRID,2015,48,251,4.7,51.8,usgs_pnsp,Johnson
IMIDACLOPRID,2015,48,257,0.3,16.0,usgs_pnsp,Kaufman
IMIDACLOPRID,2015,48,397,3.2,4.4,usgs_pnsp,Rockwall
IMIDACLOPRID,2015,48,439,0.6,17.3,usgs_pnsp,Tarrant
MALATHION,2015,48,85,,997.2,usgs_pnsp,Collin
MALATHION,2015,48,113,,126.0,usgs_pnsp,Dallas
MALATHION,2015,48,121,,869.7,usgs_pnsp,Denton
MALATHION,2015,48,139,,1043.5,usgs_pnsp,Ellis
MALATHION,2015,48,251,,404.3,usgs_pnsp,Johnson
MALATHION,2015,48,257,,274.3,usgs_pnsp,Kaufman
MALATHION,2015,48,397,,40.9,usgs_pnsp,Rockwall
MALATHION,2015,48,439,,81.6,usgs_pnsp,Tarrant
METOLACHLOR,2015,48,85,63.6,545.9,usgs_pnsp,Collin
METOLACHLOR,2015,48,113,0.6,105.2,usgs_pnsp,Dallas
METOLACHLOR,2015,48,121,97.3,527.6,usgs_pnsp,Denton
METOLACHLOR,2015,48,139,318.2,2262.5,usgs_pnsp,Ellis
METOLACHLOR,2015,48,251,52.2,162.5,usgs_pnsp,Johnson
METOLACHLOR,2015,48,257,14.9,2912.6,usgs_pnsp,Kaufman
METOLACHLOR,2015,48,397,1.8,3.5,usgs_pnsp,Rockwall
METOLACHLOR,2015,48,439,25.7,26.6,usgs_pnsp,Tarrant
PERMETHRIN,2015,48,85,0.3,3.9,usgs_pnsp,Collin
PERMETHRIN,2015,48,113,,1.4,usgs_pnsp,Dallas
PERMETHRIN,2015,48,121,0.1,2.0,usgs_pnsp,Denton
PERMETHRIN,2015,48,139,0.0,13.0,usgs_pnsp,Ellis
PERMETHRIN,2015,48,251,0.1,1.8,usgs_pnsp,Johnson
PERMETHRIN,2015,48,257,0.0,2.2,usgs_pnsp,Kaufman
PERMETHRIN,2015,48,397,0.0,0.1,usgs_pnsp,Rockwall
PERMETHRIN,2015,48,439,0.0,0.0,usgs_pnsp,Tarrant
PROPICONAZOLE,2015,48,85,341.8,360.2,usgs_pnsp,Collin
PROPICONAZOLE,2015,48,113,45.5,52.9,usgs_pnsp,Dallas
PROPICONAZOLE,2015,48,121,290.0,300.1,usgs_pnsp,Denton
PROPICONAZOLE,2015,48,139,368.4,434.3,usgs_pnsp,Ellis
PROPICONAZOLE,2015,48,251,156.4,165.5,usgs_pnsp,Johnson
PROPICONAZOLE,2015,48,257,215.1,227.1,usgs_pnsp,Kaufman
PROPICONAZOLE,2015,48,397,13.4,13.6,usgs_pnsp,Rockwall
PROPICONAZOLE,2015,48,439,36.3,36.4,usgs_pnsp,Tarrant
TEBUCONAZOLE,2015,48,85,1034.2,1188.3,usgs_pnsp,Collin
TEBUCONAZOLE,2015,48,113,126.7,189.1,usgs_pnsp,Dallas
TEBUCONAZOLE,2015,48,121,862.6,948.6,usgs_pnsp,Denton
TEBUCONAZOLE,2015,48,139,1038.0,1595.2,usgs_pnsp,Ellis
TEBUCONAZOLE,2015,48,251,396.3,471.3,usgs_pnsp,Johnson
TEBUCONAZOLE,2015,48,257,241.6,336.0,usgs_pnsp,Kaufman
TEBUCONAZOLE,2015,48,397,41.3,42.7,usgs_pnsp,Rockwall
TEBUCONAZOLE,2015,48,439,80.2,81.4,usgs_pnsp,Tarrant
THIAMETHOXAM,2015,48,85,1.2,1.2,usgs_pnsp,Collin
THIAMETHOXAM,2015,48,113,,0.0,usgs_pnsp,Dallas
THIAMETHOXAM,2015,48,121,0.8,0.9,usgs_pnsp,Denton
THIAMETHOXAM,2015,48,139,18.5,18.6,usgs_pnsp,Ellis
THIAMETHOXAM,2015,48,251,0.5,0.5,usgs_pnsp,Johnson
THIAMETHOXAM,2015,48,257,,0.9,usgs_pnsp,Kaufman
"2,4-D",2016,48,85,6342.4,6375.0,usgs_pnsp,Collin
"2,4-D",2016,48,113,1796.8,1803.2,usgs_pnsp,Dallas
"2,4-D",2016,48,121,8846.2,8874.0,usgs_pnsp,Denton
"2,4-D",2016,48,139,9757.6,9818.3,usgs_pnsp,Ellis
"2,4-D",2016,48,251,10161.0,10188.2,usgs_pnsp,Johnson
"2,4-D",2016,48,257,9915.7,10119.1,usgs_pnsp,Kaufman
"2,4-D",2016,48,397,1129.1,1129.7,usgs_pnsp,Rockwall
"2,4-D",2016,48,439,3556.6,3566.1,usgs_pnsp,Tarrant
ACETAMIPRID,2016,48,85,4.8,7.8,usgs_pnsp,Collin
ACETAMIPRID,2016,48,113,0.4,0.4,usgs_pnsp,Dallas
ACETAMIPRID,2016,48,121,2.8,4.8,usgs_pnsp,Denton
ACETAMIPRID,2016,48,139,4.5,49.9,usgs_pnsp,Ellis
ACETAMIPRID,2016,48,251,8.8,9.9,usgs_pnsp,Johnson
ACETAMIPRID,2016,48,257,21.3,21.3,usgs_pnsp,Kaufman
ACETAMIPRID,2016,48,397,0.3,0.3,usgs_pnsp,Rockwall
ACETAMIPRID,2016,48,439,0.9,0.9,usgs_pnsp,Tarrant
ACETOCHLOR,2016,48,85,428.7,428.7,usgs_pnsp,Collin
ACETOCHLOR,2016,48,113,27.9,27.9,usgs_pnsp,Dallas
ACETOCHLOR,2016,48,121,265.0,265.0,usgs_pnsp,Denton
ACETOCHLOR,2016,48,139,1724.6,1724.6,usgs_pnsp,Ellis
ACETOCHLOR,2016,48,251,222.1,222.1,usgs_pnsp,Johnson
ACETOCHLOR,2016,48,257,55.1,55.1,usgs_pnsp,Kaufman
ACETOCHLOR,2016,48,397,2.2,2.2,usgs_pnsp,Rockwall
ACETOCHLOR,2016,48,439,23.8,23.8,usgs_pnsp,Tarrant
ATRAZINE,2016,48,85,6275.5,6388.7,usgs_pnsp,Collin
ATRAZINE,2016,48,113,529.1,575.2,usgs_pnsp,Dallas
ATRAZINE,2016,48,121,3046.2,3172.2,usgs_pnsp,Denton
ATRAZINE,2016,48,139,12724.1,12879.0,usgs_pnsp,Ellis
ATRAZINE,2016,48,251,3532.2,3663.0,usgs_pnsp,Johnson
ATRAZINE,2016,48,257,964.6,1043.0,usgs_pnsp,Kaufman
ATRAZINE,2016,48,397,32.2,51.1,usgs_pnsp,Rockwall
ATRAZINE,2016,48,439,303.8,342.9,usgs_pnsp,Tarrant
AZOXYSTROBIN,2016,48,85,40.0,102.4,usgs_pnsp,Collin
AZOXYSTROBIN,2016,48,113,5.4,11.8,usgs_pnsp,Dallas
AZOXYSTROBIN,2016,48,121,11.6,37.6,usgs_pnsp,Denton
AZOXYSTROBIN,2016,48,139,16.7,193.0,usgs_pnsp,Ellis
AZOXYSTROBIN,2016,48,251,28.5,57.5,usgs_pnsp,Johnson
AZOXYSTROBIN,2016,48,257,4.9,168.8,usgs_pnsp,Kaufman
AZOXYSTROBIN,2016,48,397,1.4,1.5,usgs_pnsp,Rockwall
AZOXYSTROBIN,2016,48,439,6.6,6.7,usgs_pnsp,Tarrant
BIFENTHRIN,2016,48,85,3.9,97.0,usgs_pnsp,Collin
BIFENTHRIN,2016,48,113,0.0,11.9,usgs_pnsp,Dallas
BIFENTHRIN,2016,48,121,2.7,25.3,usgs_pnsp,Denton
BIFENTHRIN,2016,48,139,58.7,258.8,usgs_pnsp,Ellis
BIFENTHRIN,2016,48,251,1.5,68.7,usgs_pnsp,Johnson
BIFENTHRIN,2016,48,257,0.0,86.5,usgs_pnsp,Kaufman
BIFENTHRIN,2016,48,397,,0.6,usgs_pnsp,Rockwall
BIFENTHRIN,2016,48,439,0.0,7.0,usgs_pnsp,Tarrant
BOSCALID,2016,48,85,7.0,7.0,usgs_pnsp,Collin
BOSCALID,2016,48,251,3.2,3.2,usgs_pnsp,Johnson
CHLORPYRIFOS,2016,48,85,280.1,561.3,usgs_pnsp,Collin
CHLORPYRIFOS,2016,48,113,102.9,114.7,usgs_pnsp,Dallas
CHLORPYRIFOS,2016,48,121,878.9,1223.0,usgs_pnsp,Denton
CHLORPYRIFOS,2016,48,139,662.4,1101.1,usgs_pnsp,Ellis
CHLORPYRIFOS,2016,48,251,302.8,435.5,usgs_pnsp,Johnson
CHLORPYRIFOS,2016,48,257,187.5,293.2,usgs_pnsp,Kaufman
CHLORPYRIFOS,2016,48,397,10.8,14.4,usgs_pnsp,Rockwall
CHLORPYRIFOS,2016,48,439,218.3,261.1,usgs_pnsp,Tarrant
CYFLUTHRIN,2016,48,85,,279.6,usgs_pnsp,Collin
CYFLUTHRIN,2016,48,113,,2.0,usgs_pnsp,Dallas
CYFLUTHRIN,2016,48,121,,508.7,usgs_pnsp,Denton
CYFLUTHRIN,2016,48,139,3.9,310.5,usgs_pnsp,Ellis
CYFLUTHRIN,2016,48,251,,92.0,usgs_pnsp,Johnson
CYFLUTHRIN,2016,48,257,,38.3,usgs_pnsp,Kaufman
CYFLUTHRIN,2016,48,397,,4.4,usgs_pnsp,Rockwall
CYFLUTHRIN,2016,48,439,,65.0,usgs_pnsp,Tarrant
DICAMBA,2016,48,85,427.6,473.2,usgs_pnsp,Collin
DICAMBA,2016,48,113,115.8,116.9,usgs_pnsp,Dallas
DICAMBA,2016,48,121,525.0,598.1,usgs_pnsp,Denton
DICAMBA,2016,48,139,740.1,861.1,usgs_pnsp,Ellis
DICAMBA,2016,48,251,660.6,673.2,usgs_pnsp,Johnson
DICAMBA,2016,48,257,612.9,699.2,usgs_pnsp,Kaufman
DICAMBA,2016,48,397,69.3,69.9,usgs_pnsp,Rockwall
DICAMBA,2016,48,439,213.9,221.7,usgs_pnsp,Tarrant
DIMETHOATE,2016,48,85,579.0,671.1,usgs_pnsp,Collin
DIMETHOATE,2016,48,113,128.8,138.3,usgs_pnsp,Dallas
DIMETHOATE,2016,48,121,847.8,882.7,usgs_pnsp,Denton
