compound,year,state_fips,county_fips,epest_low_kg,epest_high_kg,data_source,county
DIMETHOATE,2016,48,139,626.3,975.6,usgs_pnsp,Ellis
DIMETHOATE,2016,48,251,242.2,299.5,usgs_pnsp,Johnson
DIMETHOATE,2016,48,257,94.8,110.6,usgs_pnsp,Kaufman
DIMETHOATE,2016,48,397,46.0,46.2,usgs_pnsp,Rockwall
DIMETHOATE,2016,48,439,142.5,146.6,usgs_pnsp,Tarrant
GLYPHOSATE,2016,48,85,21245.8,21272.2,usgs_pnsp,Collin
GLYPHOSATE,2016,48,113,3116.6,3126.0,usgs_pnsp,Dallas
GLYPHOSATE,2016,48,121,7762.4,7856.0,usgs_pnsp,Denton
GLYPHOSATE,2016,48,139,56347.0,56399.5,usgs_pnsp,Ellis
GLYPHOSATE,2016,48,251,13692.1,13728.4,usgs_pnsp,Johnson
GLYPHOSATE,2016,48,257,3918.9,3940.7,usgs_pnsp,Kaufman
GLYPHOSATE,2016,48,397,552.6,552.9,usgs_pnsp,Rockwall
GLYPHOSATE,2016,48,439,1069.0,1094.3,usgs_pnsp,Tarrant
IMIDACLOPRID,2016,48,85,2.1,5.0,usgs_pnsp,Collin
IMIDACLOPRID,2016,48,113,0.2,0.3,usgs_pnsp,Dallas
IMIDACLOPRID,2016,48,121,1.3,5.9,usgs_pnsp,Denton
IMIDACLOPRID,2016,48,139,31.0,34.0,usgs_pnsp,Ellis
IMIDACLOPRID,2016,48,251,0.9,2.6,usgs_pnsp,Johnson
IMIDACLOPRID,2016,48,257,0.0,3.6,usgs_pnsp,Kaufman
IMIDACLOPRID,2016,48,397,0.7,0.8,usgs_pnsp,Rockwall
IMIDACLOPRID,2016,48,439,0.0,0.7,usgs_pnsp,Tarrant
MALATHION,2016,48,85,,23.6,usgs_pnsp,Collin
MALATHION,2016,48,113,,4.9,usgs_pnsp,Dallas
MALATHION,2016,48,121,,11.3,usgs_pnsp,Denton
MALATHION,2016,48,139,,25.4,usgs_pnsp,Ellis
MALATHION,2016,48,251,,44.5,usgs_pnsp,Johnson
MALATHION,2016,48,257,,54.2,usgs_pnsp,Kaufman
MALATHION,2016,48,397,,1.3,usgs_pnsp,Rockwall
MALATHION,2016,48,439,,10.7,usgs_pnsp,Tarrant
METOLACHLOR,2016,48,85,260.6,669.1,usgs_pnsp,Collin
METOLACHLOR,2016,48,113,1.4,43.0,usgs_pnsp,Dallas
METOLACHLOR,2016,48,121,450.1,528.3,usgs_pnsp,Denton
METOLACHLOR,2016,48,139,256.5,1503.1,usgs_pnsp,Ellis
METOLACHLOR,2016,48,251,86.2,331.7,usgs_pnsp,Johnson
METOLACHLOR,2016,48,257,33.3,208.2,usgs_pnsp,Kaufman
METOLACHLOR,2016,48,397,3.9,4.8,usgs_pnsp,Rockwall
METOLACHLOR,2016,48,439,57.2,57.7,usgs_pnsp,Tarrant
PERMETHRIN,2016,48,85,,0.7,usgs_pnsp,Collin
PERMETHRIN,2016,48,113,,0.3,usgs_pnsp,Dallas
PERMETHRIN,2016,48,121,,3.1,usgs_pnsp,Denton
PERMETHRIN,2016,48,139,,1.3,usgs_pnsp,Ellis
PERMETHRIN,2016,48,251,,0.9,usgs_pnsp,Johnson
PERMETHRIN,2016,48,257,,0.6,usgs_pnsp,Kaufman
PERMETHRIN,2016,48,439,,0.7,usgs_pnsp,Tarrant
PROPICONAZOLE,2016,48,85,84.4,130.0,usgs_pnsp,Collin
PROPICONAZOLE,2016,48,113,31.7,36.4,usgs_pnsp,Dallas
PROPICONAZOLE,2016,48,121,69.2,76.4,usgs_pnsp,Denton
PROPICONAZOLE,2016,48,139,97.0,199.5,usgs_pnsp,Ellis
PROPICONAZOLE,2016,48,251,92.5,122.0,usgs_pnsp,Johnson
PROPICONAZOLE,2016,48,257,27.1,41.1,usgs_pnsp,Kaufman
PROPICONAZOLE,2016,48,397,8.5,8.6,usgs_pnsp,Rockwall
PROPICONAZOLE,2016,48,439,36.5,36.8,usgs_pnsp,Tarrant
TEBUCONAZOLE,2016,48,85,285.1,309.6,usgs_pnsp,Collin
TEBUCONAZOLE,2016,48,113,112.4,115.1,usgs_pnsp,Dallas
TEBUCONAZOLE,2016,48,121,301.3,304.9,usgs_pnsp,Denton
TEBUCONAZOLE,2016,48,139,298.2,353.4,usgs_pnsp,Ellis
TEBUCONAZOLE,2016,48,251,144.4,160.5,usgs_pnsp,Johnson
TEBUCONAZOLE,2016,48,257,54.7,58.8,usgs_pnsp,Kaufman
TEBUCONAZOLE,2016,48,397,36.8,36.9,usgs_pnsp,Rockwall
TEBUCONAZOLE,2016,48,439,69.1,69.5,usgs_pnsp,Tarrant
THIAMETHOXAM,2016,48,85,2.3,2.6,usgs_pnsp,Collin
THIAMETHOXAM,2016,48,113,,0.0,usgs_pnsp,Dallas
THIAMETHOXAM,2016,48,121,1.5,1.8,usgs_pnsp,Denton
THIAMETHOXAM,2016,48,139,35.3,35.9,usgs_pnsp,Ellis
THIAMETHOXAM,2016,48,251,0.9,0.9,usgs_pnsp,Johnson
THIAMETHOXAM,2016,48,257,,2.8,usgs_pnsp,Kaufman
"2,4-D",2017,48,85,6263.9,6271.9,usgs_pnsp,Collin
"2,4-D",2017,48,113,1624.7,1624.7,usgs_pnsp,Dallas
"2,4-D",2017,48,121,8801.2,8801.2,usgs_pnsp,Denton
"2,4-D",2017,48,139,10590.4,10989.3,usgs_pnsp,Ellis
"2,4-D",2017,48,251,9794.6,9798.2,usgs_pnsp,Johnson
"2,4-D",2017,48,257,11700.2,11700.2,usgs_pnsp,Kaufman
"2,4-D",2017,48,397,1044.1,1044.1,usgs_pnsp,Rockwall
"2,4-D",2017,48,439,3379.6,3379.6,usgs_pnsp,Tarrant
ACETOCHLOR,2017,48,85,747.3,747.3,usgs_pnsp,Collin
ACETOCHLOR,2017,48,113,41.7,41.7,usgs_pnsp,Dallas
ACETOCHLOR,2017,48,121,1060.2,1060.2,usgs_pnsp,Denton
ACETOCHLOR,2017,48,139,1766.2,1766.2,usgs_pnsp,Ellis
ACETOCHLOR,2017,48,251,542.3,542.3,usgs_pnsp,Johnson
ACETOCHLOR,2017,48,257,184.7,184.7,usgs_pnsp,Kaufman
ACETOCHLOR,2017,48,397,16.1,16.1,usgs_pnsp,Rockwall
ACETOCHLOR,2017,48,439,223.2,223.2,usgs_pnsp,Tarrant
ATRAZINE,2017,48,85,2910.2,3089.2,usgs_pnsp,Collin
ATRAZINE,2017,48,113,144.7,214.6,usgs_pnsp,Dallas
ATRAZINE,2017,48,121,4984.6,5152.7,usgs_pnsp,Denton
ATRAZINE,2017,48,139,4460.1,4677.6,usgs_pnsp,Ellis
ATRAZINE,2017,48,251,2221.6,2437.9,usgs_pnsp,Johnson
ATRAZINE,2017,48,257,814.5,864.8,usgs_pnsp,Kaufman
ATRAZINE,2017,48,397,77.3,102.5,usgs_pnsp,Rockwall
ATRAZINE,2017,48,439,1093.1,1123.7,usgs_pnsp,Tarrant
AZOXYSTROBIN,2017,48,85,37.1,167.9,usgs_pnsp,Collin
AZOXYSTROBIN,2017,48,113,10.0,22.3,usgs_pnsp,Dallas
AZOXYSTROBIN,2017,48,121,29.2,57.7,usgs_pnsp,Denton
AZOXYSTROBIN,2017,48,139,39.9,346.8,usgs_pnsp,Ellis
AZOXYSTROBIN,2017,48,251,48.4,122.9,usgs_pnsp,Johnson
AZOXYSTROBIN,2017,48,257,12.1,154.4,usgs_pnsp,Kaufman
AZOXYSTROBIN,2017,48,397,2.6,2.9,usgs_pnsp,Rockwall
AZOXYSTROBIN,2017,48,439,16.4,16.6,usgs_pnsp,Tarrant
BIFENTHRIN,2017,48,85,23.9,80.2,usgs_pnsp,Collin
BIFENTHRIN,2017,48,113,3.2,5.6,usgs_pnsp,Dallas
BIFENTHRIN,2017,48,121,9.3,138.2,usgs_pnsp,Denton
BIFENTHRIN,2017,48,139,144.0,325.6,usgs_pnsp,Ellis
BIFENTHRIN,2017,48,251,22.8,57.2,usgs_pnsp,Johnson
BIFENTHRIN,2017,48,257,5.2,204.1,usgs_pnsp,Kaufman
BIFENTHRIN,2017,48,397,0.4,2.0,usgs_pnsp,Rockwall
BIFENTHRIN,2017,48,439,4.9,29.7,usgs_pnsp,Tarrant
CHLORPYRIFOS,2017,48,85,434.3,1068.5,usgs_pnsp,Collin
CHLORPYRIFOS,2017,48,113,88.9,200.7,usgs_pnsp,Dallas
CHLORPYRIFOS,2017,48,121,548.7,1480.1,usgs_pnsp,Denton
CHLORPYRIFOS,2017,48,139,728.4,2166.2,usgs_pnsp,Ellis
CHLORPYRIFOS,2017,48,251,198.9,784.2,usgs_pnsp,Johnson
CHLORPYRIFOS,2017,48,257,728.0,976.3,usgs_pnsp,Kaufman
CHLORPYRIFOS,2017,48,397,27.0,33.8,usgs_pnsp,Rockwall
CHLORPYRIFOS,2017,48,439,50.8,290.7,usgs_pnsp,Tarrant
CYFLUTHRIN,2017,48,85,3.8,16.4,usgs_pnsp,Collin
CYFLUTHRIN,2017,48,113,0.8,4.4,usgs_pnsp,Dallas
CYFLUTHRIN,2017,48,121,4.9,44.5,usgs_pnsp,Denton
CYFLUTHRIN,2017,48,139,2.4,35.1,usgs_pnsp,Ellis
CYFLUTHRIN,2017,48,251,2.0,15.1,usgs_pnsp,Johnson
CYFLUTHRIN,2017,48,257,0.4,8.9,usgs_pnsp,Kaufman
CYFLUTHRIN,2017,48,397,0.3,0.3,usgs_pnsp,Rockwall
CYFLUTHRIN,2017,48,439,0.5,9.6,usgs_pnsp,Tarrant
CYPERMETHRIN,2017,48,85,,4.0,usgs_pnsp,Collin
CYPERMETHRIN,2017,48,113,,1.3,usgs_pnsp,Dallas
CYPERMETHRIN,2017,48,121,,1.6,usgs_pnsp,Denton
CYPERMETHRIN,2017,48,139,,4.8,usgs_pnsp,Ellis
CYPERMETHRIN,2017,48,251,,7.8,usgs_pnsp,Johnson
CYPERMETHRIN,2017,48,257,,2.1,usgs_pnsp,Kaufman
CYPERMETHRIN,2017,48,397,,0.2,usgs_pnsp,Rockwall
CYPERMETHRIN,2017,48,439,,2.8,usgs_pnsp,Tarrant
DELTAMETHRIN,2017,48,85,0.0,0.0,usgs_pnsp,Collin
DELTAMETHRIN,2017,48,121,0.0,0.0,usgs_pnsp,Denton
DELTAMETHRIN,2017,48,139,0.3,0.3,usgs_pnsp,Ellis
DELTAMETHRIN,2017,48,251,0.0,0.0,usgs_pnsp,Johnson
DELTAMETHRIN,2017,48,257,0.0,0.0,usgs_pnsp,Kaufman
DELTAMETHRIN,2017,48,397,0.0,0.0,usgs_pnsp,Rockwall
DELTAMETHRIN,2017,48,439,0.0,0.0,usgs_pnsp,Tarrant
DICAMBA,2017,48,85,1206.6,1408.8,usgs_pnsp,Collin
DICAMBA,2017,48,113,246.4,320.7,usgs_pnsp,Dallas
DICAMBA,2017,48,121,1433.7,1625.9,usgs_pnsp,Denton
DICAMBA,2017,48,139,3695.3,4404.1,usgs_pnsp,Ellis
DICAMBA,2017,48,251,1687.1,1908.8,usgs_pnsp,Johnson
DICAMBA,2017,48,257,1549.5,2072.0,usgs_pnsp,Kaufman
DICAMBA,2017,48,397,157.9,183.2,usgs_pnsp,Rockwall
DICAMBA,2017,48,439,546.6,575.9,usgs_pnsp,Tarrant
DIMETHOATE,2017,48,85,89.0,553.1,usgs_pnsp,Collin
DIMETHOATE,2017,48,113,18.9,65.2,usgs_pnsp,Dallas
DIMETHOATE,2017,48,121,110.7,279.5,usgs_pnsp,Denton
DIMETHOATE,2017,48,139,94.5,1030.7,usgs_pnsp,Ellis
DIMETHOATE,2017,48,251,45.9,352.8,usgs_pnsp,Johnson
DIMETHOATE,2017,48,257,8.5,91.9,usgs_pnsp,Kaufman
DIMETHOATE,2017,48,397,6.2,8.9,usgs_pnsp,Rockwall
DIMETHOATE,2017,48,439,11.6,36.3,usgs_pnsp,Tarrant
GLYPHOSATE,2017,48,85,9180.4,9600.4,usgs_pnsp,Collin
GLYPHOSATE,2017,48,113,868.4,1008.6,usgs_pnsp,Dallas
GLYPHOSATE,2017,48,121,4250.0,5894.9,usgs_pnsp,Denton
GLYPHOSATE,2017,48,139,36433.3,37126.8,usgs_pnsp,Ellis
GLYPHOSATE,2017,48,251,5661.2,6152.3,usgs_pnsp,Johnson
GLYPHOSATE,2017,48,257,5965.1,6325.9,usgs_pnsp,Kaufman
GLYPHOSATE,2017,48,397,72.8,75.6,usgs_pnsp,Rockwall
GLYPHOSATE,2017,48,439,483.7,872.2,usgs_pnsp,Tarrant
IMIDACLOPRID,2017,48,85,6.6,21.4,usgs_pnsp,Collin
IMIDACLOPRID,2017,48,113,0.4,2.0,usgs_pnsp,Dallas
IMIDACLOPRID,2017,48,121,6.0,10.0,usgs_pnsp,Denton
IMIDACLOPRID,2017,48,139,95.5,108.5,usgs_pnsp,Ellis
IMIDACLOPRID,2017,48,251,2.9,16.6,usgs_pnsp,Johnson
IMIDACLOPRID,2017,48,257,0.2,13.7,usgs_pnsp,Kaufman
IMIDACLOPRID,2017,48,397,,0.8,usgs_pnsp,Rockwall
IMIDACLOPRID,2017,48,439,0.4,4.7,usgs_pnsp,Tarrant
MALATHION,2017,48,85,,16.4,usgs_pnsp,Collin
MALATHION,2017,48,113,,3.3,usgs_pnsp,Dallas
MALATHION,2017,48,121,,7.9,usgs_pnsp,Denton
MALATHION,2017,48,139,,17.6,usgs_pnsp,Ellis
MALATHION,2017,48,251,,31.0,usgs_pnsp,Johnson
MALATHION,2017,48,257,,38.6,usgs_pnsp,Kaufman
MALATHION,2017,48,397,,0.9,usgs_pnsp,Rockwall
MALATHION,2017,48,439,,7.4,usgs_pnsp,Tarrant
METOLACHLOR,2017,48,85,81.7,706.8,usgs_pnsp,Collin
METOLACHLOR,2017,48,113,8.8,18.1,usgs_pnsp,Dallas
METOLACHLOR,2017,48,121,12.0,1334.2,usgs_pnsp,Denton
METOLACHLOR,2017,48,139,226.5,971.6,usgs_pnsp,Ellis
METOLACHLOR,2017,48,251,52.7,514.1,usgs_pnsp,Johnson
METOLACHLOR,2017,48,257,13.4,410.9,usgs_pnsp,Kaufman
METOLACHLOR,2017,48,397,0.2,20.3,usgs_pnsp,Rockwall
METOLACHLOR,2017,48,439,0.1,293.9,usgs_pnsp,Tarrant
PERMETHRIN,2017,48,85,14.6,53.5,usgs_pnsp,Collin
PERMETHRIN,2017,48,113,5.4,9.6,usgs_pnsp,Dallas
PERMETHRIN,2017,48,121,64.6,70.5,usgs_pnsp,Denton
PERMETHRIN,2017,48,139,26.7,113.0,usgs_pnsp,Ellis
PERMETHRIN,2017,48,251,17.8,42.8,usgs_pnsp,Johnson
PERMETHRIN,2017,48,257,13.3,19.6,usgs_pnsp,Kaufman
PERMETHRIN,2017,48,397,,0.1,usgs_pnsp,Rockwall
PERMETHRIN,2017,48,439,15.1,15.2,usgs_pnsp,Tarrant
PROPICONAZOLE,2017,48,85,120.8,228.2,usgs_pnsp,Collin
PROPICONAZOLE,2017,48,113,27.7,39.2,usgs_pnsp,Dallas
PROPICONAZOLE,2017,48,121,134.6,150.4,usgs_pnsp,Denton
PROPICONAZOLE,2017,48,139,96.6,321.6,usgs_pnsp,Ellis
PROPICONAZOLE,2017,48,251,91.6,160.9,usgs_pnsp,Johnson
PROPICONAZOLE,2017,48,257,43.7,61.3,usgs_pnsp,Kaufman
PROPICONAZOLE,2017,48,397,8.1,8.3,usgs_pnsp,Rockwall
PROPICONAZOLE,2017,48,439,26.3,26.5,usgs_pnsp,Tarrant
TEBUCONAZOLE,2017,48,85,358.4,367.0,usgs_pnsp,Collin
TEBUCONAZOLE,2017,48,113,79.5,79.5,usgs_pnsp,Dallas
TEBUCONAZOLE,2017,48,121,415.1,415.1,usgs_pnsp,Denton
TEBUCONAZOLE,2017,48,139,261.8,261.8,usgs_pnsp,Ellis
TEBUCONAZOLE,2017,48,251,224.8,228.8,usgs_pnsp,Johnson
TEBUCONAZOLE,2017,48,257,47.2,47.2,usgs_pnsp,Kaufman
TEBUCONAZOLE,2017,48,397,23.9,23.9,usgs_pnsp,Rockwall
TEBUCONAZOLE,2017,48,439,60.7,60.7,usgs_pnsp,Tarrant
THIAMETHOXAM,2017,48,85,1.1,1.1,usgs_pnsp,Collin
THIAMETHOXAM,2017,48,113,0.0,0.0,usgs_pnsp,Dallas
THIAMETHOXAM,2017,48,121,0.8,0.8,usgs_pnsp,Denton
THIAMETHOXAM,2017,48,139,16.4,16.4,usgs_pnsp,Ellis
THIAMETHOXAM,2017,48,251,0.5,0.5,usgs_pnsp,Johnson
THIAMETHOXAM,2017,48,257,1.8,1.8,usgs_pnsp,Kaufman
THIAMETHOXAM,2017,48,397,0.1,0.1,usgs_pnsp,Rockwall
THIAMETHOXAM,2017,48,439,0.1,0.1,usgs_pnsp,Tarrant
"2,4-D",2018,48,85,8971.9,9301.2,usgs_pnsp,Collin
"2,4-D",2018,48,113,2245.2,2395.9,usgs_pnsp,Dallas
"2,4-D",2018,48,121,12675.9,12931.0,usgs_pnsp,Denton
"2,4-D",2018,48,139,15912.1,17315.3,usgs_pnsp,Ellis
"2,4-D",2018,48,251,14087.8,14590.6,usgs_pnsp,Johnson
"2,4-D",2018,48,257,14374.2,15053.8,usgs_pnsp,Kaufman
"2,4-D",2018,48,397,1520.6,1572.8,usgs_pnsp,Rockwall
"2,4-D",2018,48,439,4994.6,5063.3,usgs_pnsp,Tarrant
ACETAMIPRID,2018,48,85,,0.5,usgs_pnsp,Collin
ACETAMIPRID,2018,48,121,,0.3,usgs_pnsp,Denton
ACETAMIPRID,2018,48,139,,7.6,usgs_pnsp,Ellis
ACETAMIPRID,2018,48,251,,0.2,usgs_pnsp,Johnson
ACETOCHLOR,2018,48,85,36.7,144.8,usgs_pnsp,Collin
ACETOCHLOR,2018,48,113,,1.0,usgs_pnsp,Dallas
ACETOCHLOR,2018,48,121,24.0,202.9,usgs_pnsp,Denton
ACETOCHLOR,2018,48,139,563.8,689.4,usgs_pnsp,Ellis
ACETOCHLOR,2018,48,251,14.5,70.7,usgs_pnsp,Johnson
ACETOCHLOR,2018,48,257,,23.6,usgs_pnsp,Kaufman
ACETOCHLOR,2018,48,397,,2.8,usgs_pnsp,Rockwall
ACETOCHLOR,2018,48,439,,40.5,usgs_pnsp,Tarrant
ATRAZINE,2018,48,85,5943.6,5943.9,usgs_pnsp,Collin
ATRAZINE,2018,48,113,725.0,725.0,usgs_pnsp,Dallas
ATRAZINE,2018,48,121,2628.3,2628.7,usgs_pnsp,Denton
ATRAZINE,2018,48,139,12309.1,12309.5,usgs_pnsp,Ellis
ATRAZINE,2018,48,251,4019.9,4020.4,usgs_pnsp,Johnson
ATRAZINE,2018,48,257,1321.2,1321.8,usgs_pnsp,Kaufman
ATRAZINE,2018,48,397,44.1,44.2,usgs_pnsp,Rockwall
ATRAZINE,2018,48,439,415.6,415.7,usgs_pnsp,Tarrant
AZOXYSTROBIN,2018,48,85,91.3,128.5,usgs_pnsp,Collin
AZOXYSTROBIN,2018,48,113,12.1,21.0,usgs_pnsp,Dallas
AZOXYSTROBIN,2018,48,121,74.2,86.6,usgs_pnsp,Denton
AZOXYSTROBIN,2018,48,139,54.5,224.5,usgs_pnsp,Ellis
AZOXYSTROBIN,2018,48,251,32.2,67.8,usgs_pnsp,Johnson
AZOXYSTROBIN,2018,48,257,32.5,46.3,usgs_pnsp,Kaufman
AZOXYSTROBIN,2018,48,397,3.8,4.1,usgs_pnsp,Rockwall
AZOXYSTROBIN,2018,48,439,7.4,9.8,usgs_pnsp,Tarrant
BIFENTHRIN,2018,48,85,9.2,24.6,usgs_pnsp,Collin
BIFENTHRIN,2018,48,113,1.8,4.3,usgs_pnsp,Dallas
BIFENTHRIN,2018,48,121,4.9,33.9,usgs_pnsp,Denton
BIFENTHRIN,2018,48,139,61.2,176.2,usgs_pnsp,Ellis
BIFENTHRIN,2018,48,251,12.2,15.7,usgs_pnsp,Johnson
BIFENTHRIN,2018,48,257,2.9,158.4,usgs_pnsp,Kaufman
BIFENTHRIN,2018,48,397,0.3,0.3,usgs_pnsp,Rockwall
BIFENTHRIN,2018,48,439,3.8,6.8,usgs_pnsp,Tarrant
CHLORPYRIFOS,2018,48,85,969.1,969.1,usgs_pnsp,Collin
CHLORPYRIFOS,2018,48,113,223.4,223.4,usgs_pnsp,Dallas
CHLORPYRIFOS,2018,48,121,871.9,871.9,usgs_pnsp,Denton
CHLORPYRIFOS,2018,48,139,867.8,960.2,usgs_pnsp,Ellis
CHLORPYRIFOS,2018,48,251,927.5,927.5,usgs_pnsp,Johnson
CHLORPYRIFOS,2018,48,257,366.3,366.3,usgs_pnsp,Kaufman
CHLORPYRIFOS,2018,48,397,49.8,49.8,usgs_pnsp,Rockwall
CHLORPYRIFOS,2018,48,439,338.5,338.5,usgs_pnsp,Tarrant
CYFLUTHRIN,2018,48,85,,9.9,usgs_pnsp,Collin
CYFLUTHRIN,2018,48,113,,3.2,usgs_pnsp,Dallas
CYFLUTHRIN,2018,48,121,,40.2,usgs_pnsp,Denton
CYFLUTHRIN,2018,48,139,,17.2,usgs_pnsp,Ellis
CYFLUTHRIN,2018,48,251,,11.2,usgs_pnsp,Johnson
CYFLUTHRIN,2018,48,257,,8.1,usgs_pnsp,Kaufman
CYFLUTHRIN,2018,48,397,,0.0,usgs_pnsp,Rockwall
CYFLUTHRIN,2018,48,439,,9.4,usgs_pnsp,Tarrant
DELTAMETHRIN,2018,48,85,0.1,0.1,usgs_pnsp,Collin
DELTAMETHRIN,2018,48,113,0.0,0.0,usgs_pnsp,Dallas
DELTAMETHRIN,2018,48,121,0.2,0.2,usgs_pnsp,Denton
DELTAMETHRIN,2018,48,139,1.3,1.3,usgs_pnsp,Ellis
DELTAMETHRIN,2018,48,257,1.8,1.8,usgs_pnsp,Kaufman
DICAMBA,2018,48,85,1190.6,1231.8,usgs_pnsp,Collin
DICAMBA,2018,48,113,183.1,204.9,usgs_pnsp,Dallas
DICAMBA,2018,48,121,1249.1,1277.1,usgs_pnsp,Denton
DICAMBA,2018,48,139,6414.3,6484.0,usgs_pnsp,Ellis
DICAMBA,2018,48,251,1077.6,1150.3,usgs_pnsp,Johnson
DICAMBA,2018,48,257,1819.3,1837.0,usgs_pnsp,Kaufman
DICAMBA,2018,48,397,96.9,105.0,usgs_pnsp,Rockwall
DICAMBA,2018,48,439,314.2,322.5,usgs_pnsp,Tarrant
DIMETHOATE,2018,48,85,,46.2,usgs_pnsp,Collin
DIMETHOATE,2018,48,113,,0.4,usgs_pnsp,Dallas
DIMETHOATE,2018,48,121,,76.3,usgs_pnsp,Denton
DIMETHOATE,2018,48,139,,53.6,usgs_pnsp,Ellis
DIMETHOATE,2018,48,251,,24.0,usgs_pnsp,Johnson
DIMETHOATE,2018,48,257,,10.1,usgs_pnsp,Kaufman
DIMETHOATE,2018,48,397,,1.2,usgs_pnsp,Rockwall
DIMETHOATE,2018,48,439,,17.3,usgs_pnsp,Tarrant
GLYPHOSATE,2018,48,85,20800.1,20800.1,usgs_pnsp,Collin
GLYPHOSATE,2018,48,113,3026.5,3026.5,usgs_pnsp,Dallas
GLYPHOSATE,2018,48,121,8128.6,8128.6,usgs_pnsp,Denton
GLYPHOSATE,2018,48,139,66542.5,66542.5,usgs_pnsp,Ellis
GLYPHOSATE,2018,48,251,14415.9,14415.9,usgs_pnsp,Johnson
GLYPHOSATE,2018,48,257,8941.2,8941.2,usgs_pnsp,Kaufman
GLYPHOSATE,2018,48,397,365.4,365.4,usgs_pnsp,Rockwall
GLYPHOSATE,2018,48,439,916.5,916.5,usgs_pnsp,Tarrant
IMIDACLOPRID,2018,48,85,2.0,7.6,usgs_pnsp,Collin
IMIDACLOPRID,2018,48,113,0.1,1.1,usgs_pnsp,Dallas
IMIDACLOPRID,2018,48,121,1.7,3.2,usgs_pnsp,Denton
IMIDACLOPRID,2018,48,139,28.8,34.0,usgs_pnsp,Ellis
IMIDACLOPRID,2018,48,251,0.8,7.3,usgs_pnsp,Johnson
IMIDACLOPRID,2018,48,257,0.1,1.8,usgs_pnsp,Kaufman
IMIDACLOPRID,2018,48,397,,0.3,usgs_pnsp,Rockwall
IMIDACLOPRID,2018,48,439,0.1,2.5,usgs_pnsp,Tarrant
MALATHION,2018,48,85,,1.0,usgs_pnsp,Collin
MALATHION,2018,48,113,,0.3,usgs_pnsp,Dallas
MALATHION,2018,48,121,,0.4,usgs_pnsp,Denton
MALATHION,2018,48,139,,1.2,usgs_pnsp,Ellis
MALATHION,2018,48,251,,1.9,usgs_pnsp,Johnson
MALATHION,2018,48,257,,0.5,usgs_pnsp,Kaufman
MALATHION,2018,48,397,,0.0,usgs_pnsp,Rockwall
MALATHION,2018,48,439,,0.7,usgs_pnsp,Tarrant
METOLACHLOR,2018,48,85,73.3,45.0,usgs_pnsp,Collin
METOLACHLOR,2018,48,113,,0.4,usgs_pnsp,Dallas
METOLACHLOR,2018,48,121,,74.4,usgs_pnsp,Denton
METOLACHLOR,2018,48,139,,52.2,usgs_pnsp,Ellis
METOLACHLOR,2018,48,251,33.2,23.4,usgs_pnsp,Johnson
METOLACHLOR,2018,48,257,,9.8,usgs_pnsp,Kaufman
METOLACHLOR,2018,48,397,,1.2,usgs_pnsp,Rockwall
METOLACHLOR,2018,48,439,,16.8,usgs_pnsp,Tarrant
PERMETHRIN,2018,48,85,4.3,4.3,usgs_pnsp,Collin
PERMETHRIN,2018,48,113,0.5,0.5,usgs_pnsp,Dallas
PERMETHRIN,2018,48,121,5.6,5.6,usgs_pnsp,Denton
PERMETHRIN,2018,48,139,37.8,37.8,usgs_pnsp,Ellis
PERMETHRIN,2018,48,257,52.7,52.7,usgs_pnsp,Kaufman
PROPICONAZOLE,2018,48,85,31.2,89.4,usgs_pnsp,Collin
PROPICONAZOLE,2018,48,113,5.2,15.6,usgs_pnsp,Dallas
PROPICONAZOLE,2018,48,121,33.1,45.5,usgs_pnsp,Denton
PROPICONAZOLE,2018,48,139,37.4,157.3,usgs_pnsp,Ellis
PROPICONAZOLE,2018,48,251,11.3,66.8,usgs_pnsp,Johnson
PROPICONAZOLE,2018,48,257,37.9,54.2,usgs_pnsp,Kaufman
PROPICONAZOLE,2018,48,397,1.7,2.4,usgs_pnsp,Rockwall
PROPICONAZOLE,2018,48,439,3.2,11.2,usgs_pnsp,Tarrant
TEBUCONAZOLE,2018,48,85,395.7,394.2,usgs_pnsp,Collin
TEBUCONAZOLE,2018,48,113,69.1,69.6,usgs_pnsp,Dallas
TEBUCONAZOLE,2018,48,121,407.7,411.6,usgs_pnsp,Denton
TEBUCONAZOLE,2018,48,139,261.3,267.4,usgs_pnsp,Ellis
TEBUCONAZOLE,2018,48,251,144.6,152.9,usgs_pnsp,Johnson
TEBUCONAZOLE,2018,48,257,107.0,136.0,usgs_pnsp,Kaufman
TEBUCONAZOLE,2018,48,397,21.9,22.3,usgs_pnsp,Rockwall
TEBUCONAZOLE,2018,48,439,47.4,48.6,usgs_pnsp,Tarrant
THIAMETHOXAM,2018,48,85,5.1,5.1,usgs_pnsp,Collin
THIAMETHOXAM,2018,48,121,3.4,3.4,usgs_pnsp,Denton
THIAMETHOXAM,2018,48,139,79.0,79.0,usgs_pnsp,Ellis
THIAMETHOXAM,2018,48,251,2.0,2.0,usgs_pnsp,Johnson
"2,4-D",2019,48,85,8971.9,9301.2,forward_filled_from_2018,Collin
"2,4-D",2019,48,113,2245.2,2395.9,forward_filled_from_2018,Dallas
"2,4-D",2019,48,121,12675.9,12931.0,forward_filled_from_2018,Denton
"2,4-D",2019,48,139,15912.1,17315.3,forward_filled_from_2018,Ellis
"2,4-D",2019,48,251,14087.8,14590.6,forward_filled_from_2018,Johnson
"2,4-D",2019,48,257,14374.2,15053.8,forward_filled_from_2018,Kaufman
